Pens_Parade

0.10000000
-0.16666667
-0.13333334
0.10000001
0.19999999
-0.89999998
0.00000000
0.30000001
-0.40000001
0.00000000
0.00000000

-0.04285717
-0.38124999

-0.84999990
1.64999998

0.18333334
0.10000002
-0.05000001
0.70000005
0.29999995
-0.10000002
2.00000000
0.29999971
-0.39999986
0.20000005
0.19999981
0.80000019
3.19999981
4.19999981
-6.99999952
-1.50000000
-1.20000005
-0.50000000
-0.40000010
-0.19999993
0.00000000
-0.90000004
0.00000000
-0.09999996
0.09999996
-0.09999996
0.04999998
-0.09999996
0.39999998
0.10000002
0.10000002
-0.30000007
-0.29999995

1.05000019
-4.00000000
-2.50000000
-2.19999981
-2.70000029
-0.59999990
-0.50000000
-0.60000002
0.30000007
-0.20000005
0.20000005
-0.40000004
0.90000004
-0.30000007
-0.29999995
0.00000000
-0.30000001
0.49999994
-0.29999995
-0.60000002
0.09999999
0.30000001

0.00000000
-0.07500000
0.00000000
0.00000000
0.15000001
-0.30000001
-0.07500000
-0.05000000
0.05000000
0.00000000
0.00000000

-0.20000000
0.00000000
0.20000000
0.00000000
0.00000000
-0.20000000
0.10000000
-0.20000002
0.10000000
-0.10000000
0.30000001
0.09999999
0.19999999
-0.19999999
-0.09999999
0.20000002
-0.30000001
-0.10000001
0.50000000
0.00000000
-0.39999998
0.30000001
0.00000000
0.09999996
-0.19999999

-1.03333330
-6.09999990
0.00000000
-0.10000000
0.00000000

-2.64999962
3.23333359
0.06666692
-2.05000019
-0.08000030
-1.85999990
-1.15999985
-0.78333348
-1.41666663

-2.59999847
-5.60000038
-7.00000048
-2.19999981
-0.90000010
-2.20000005
-0.39999998
-0.49999997
-0.20000000
0.00000000
-0.10000000
-0.10000000
0.00000000
0.00000000
0.00000000
0.00000000
0.00000000
0.00000000
0.00000000
0.00000000
0.00000000
0.00000000

0.10000000
0.12500000
-0.20000000
0.05000000
-0.06666666
0.00000000
-0.20000002
0.10000000
0.00000000
0.00000000
-0.10000000
0.00000000
0.00000000
0.10000000
0.00000000
-0.10000000
0.00000000
0.00000000
0.00000000
0.00000000
0.00000000
0.00000000
0.00000000
-0.10000000

1.30000019
1.70000029
2.69999886
-0.19999886
